element_idx,element_type,jens,jeans
815,T,0.488153,0.400422
816,T,0.579343,0.398608
817,R,0.507981,0.428581
818,R,0.544797,0.448855
819,R,0.498402,0.431301
820,H,0.89491,0.356034
821,H,0.925585,0.277262
822,T,0.447202,0.278053
823,R,0.525074,0.287907
824,R,0.465383,0.344505
825,T,0.689124,0.566986
826,T,0.676756,0.475592
827,R,0.71417,0.468736
828,H,0.860203,0.571948
829,P,0.418663,0.221031
830,P,0.52884,0.226227
831,P,0.762029,0.47954
832,P,0.595627,0.225924
833,H,0.89719,0.413051
834,R,0.623035,0.495745
835,P,0.585396,0.376198
836,P,0.341593,0.226121
837,H,0.658209,0.4929
838,H,0.768753,0.506144
839,T,0.696483,0.603231
840,R,0.618745,0.425935
841,P,0.605741,0.429084
842,P,0.569799,0.425918
843,P,0.346007,0.117112
844,T,0.0676308,0.0222284
845,T,0.14823,0.0554038
846,T,0.691091,0.38443
847,T,0.670698,0.338985
848,T,0.755513,0.512943
849,T,0.615137,0.317763
850,P,0.545164,0.274524
851,P,0.683009,0.33185
852,P,0.670857,0.476758
853,P,0.52414,0.278366
854,H,0.833024,0.295937
855,H,0.787348,0.432695
856,P,0.326946,0.196565
857,P,0.291217,0.17125
858,P,0.379751,0.1991
859,R,0.584861,0.347549
860,T,0.519609,0.348479
861,T,0.627779,0.386122
862,T,0.551115,0.290567
863,T,0.492633,0.230477
864,T,0.793768,0.584478
865,R,0.752193,0.31079
866,R,0.718583,0.310057
867,H,0.799383,0.409541
868,P,0.500511,0.248762
869,P,0.599462,0.314294
870,P,0.163094,0.0990508
871,P,0.39001,0.18
872,P,0.319483,0.128882
873,H,0.779265,0.449898
874,T,0.513384,0.441803
875,T,0.614351,0.467012
876,T,0.68769,0.519174
877,R,0.659963,0.368865
878,T,0.704879,0.483974
879,R,0.761463,0.404601
880,P,0.338092,0.166458
881,P,0.346834,0.2439
882,P,0.571141,0.28489
883,T,0.216586,0.130571
884,T,0.433238,0.338284
885,T,0.18143,0.115234
886,T,0.24021,0.148684
887,T,0.562845,0.366761
888,T,0.574593,0.299367
889,T,0.412433,0.306217
890,R,0.790901,0.466733
891,R,0.754502,0.503647
892,H,0.880972,0.644911
893,P,0.605031,0.318829
894,P,0.41938,0.245081
895,P,0.532237,0.300364
896,T,0.348326,0.167746
897,T,0.339136,0.155436
898,T,0.537731,0.296691
899,T,0.43958,0.248988
900,T,0.732886,0.442479
901,T,0.572884,0.273754
902,P,0.581727,0.284738
903,P,0.581808,0.249828
904,P,0.479161,0.208363
905,T,0.296337,0.162973
906,T,0.322161,0.157643
907,T,0.548214,0.287238
908,T,0.621245,0.357336
909,T,0.518956,0.338609
910,T,0.456779,0.18027
911,R,0.773154,0.425837
912,P,0.316358,0.15551
913,P,0.49527,0.300781
914,P,0.527308,0.316375
915,P,0.632255,0.177564
916,P,0.565461,0.369573
917,T,0.49101,0.217596
918,T,0.544166,0.297244
919,T,0.16195,0.0550317
920,T,0.28656,0.156874
921,T,0.457734,0.263973
922,T,0.556184,0.288794
923,H,0.78869,0.381819
924,P,0.35683,0.2452
925,P,0.0419571,0.0220882
926,P,0.169103,0.0969912
927,T,0.265302,0.105636
928,T,0.326643,0.135645
929,T,0.413368,0.210361
930,T,0.254119,0.106836
931,T,0.590486,0.32983
932,T,0.298114,0.114198
933,P,0.41442,0.281617
934,P,0.474942,0.276094
935,P,0.394897,0.224343
936,H,0.64133,0.36478
937,H,0.857852,0.322051
938,H,0.858848,0.405511
939,H,0.85112,0.507149
940,H,0.879964,0.533304
941,H,0.408637,0.166577
942,H,0.857425,0.502718
943,H,0.814756,0.339189
944,H,0.502713,0.203392
945,R,0.428352,0.365505
946,R,0.541351,0.40268
947,R,0.68748,0.329122
948,R,0.363731,0.133725
949,H,0.80178,0.251347
950,H,0.772459,0.261466
951,R,0.377667,0.24159
952,R,0.370272,0.152158
953,T,0.513471,0.387523
954,P,0.633338,0.178907
955,P,0.498321,0.22157
956,P,0.283945,0.107344
957,T,0.45435,0.217871
958,T,0.217145,0.142543
959,T,0.298179,0.13532
960,T,0.340445,0.177183
961,T,0.843054,0.644504
962,T,0.723867,0.440599
963,H,0.875229,0.373537
964,H,0.815062,0.392108
965,H,0.837852,0.295417
966,H,0.86625,0.302889
967,P,0.415319,0.224647
968,P,0.44767,0.239468
969,T,0.453211,0.367269
970,P,0.555138,0.306738
971,P,0.408367,0.191428
972,H,0.583603,0.263908
973,P,0.208191,0.165145
974,P,0.306834,0.161908
975,P,0.724655,0.557828
976,P,0.423691,0.266261
977,P,0.467701,0.233074
978,P,0.552582,0.212343
979,T,0.283276,0.102184
980,T,0.361155,0.175748
981,T,0.545532,0.248357
982,T,0.632222,0.386999
983,T,0.788686,0.484977
984,T,0.656622,0.379192
985,P,0.169661,0.0940873
986,P,0.182765,0.0798016
987,P,0.269304,0.14935
988,T,0.6433,0.460114
989,R,0.681224,0.460437
