element_idx,element_type,jens,jeans
536,H,0.709103,0.533228
537,R,0.330623,0.142337
538,R,0.5117,0.252047
539,P,0.162603,0.129548
540,P,0.758237,0.579167
541,P,0.106608,0.072558
542,H,0.636112,0.3356
543,R,0.404509,0.258606
544,H,0.350585,0.194852
545,H,0.491977,0.101553
546,R,0.592298,0.49244
547,R,0.823043,0.577746
548,R,0.787818,0.511531
549,T,0.397064,0.238842
550,T,0.265073,0.108634
551,T,0.448045,0.219395
552,T,0.483599,0.383718
553,R,0.507614,0.200947
554,R,0.236797,0.08355
555,P,0.207028,0.123737
556,P,0.195582,0.087905
557,P,0.422951,0.234166
558,P,0.367206,0.206311
559,P,0.322528,0.207157
560,R,0.575741,0.31818
561,R,0.567643,0.353911
562,H,0.536013,0.271937
563,H,0.105768,0.0689644
564,H,0.829926,0.386016
565,H,0.705632,0.327158
566,R,0.671554,0.39701
567,R,0.766449,0.498365
568,H,0.652674,0.261813
569,H,0.556715,0.125787
570,H,0.326232,0.247649
571,R,0.628486,0.423576
572,R,0.87151,0.511897
573,H,0.38207,0.0834262
574,R,0.625722,0.355429
575,T,0.659858,0.587241
